tconst,primaryTitle,startYear,the_numbers_url,scrape_success,scrape_error,plot_summary,franchise,has_plot_summary
tt21942866,Dream Scenario,2023.0,https://www.the-numbers.com/movie/Dream-Scenario-(2023),True,,"Hapless family man Paul Matthews finds his life turned upside down when millions of strangers suddenly start seeing him in their dreams. But when his nighttime appearances take a nightmarish turn, Paul is forced to navigate his newfound stardom.",,True
tt2194499,About Time,2013.0,https://www.the-numbers.com/movie/About-Time-(2013),True,,"At the age of 21, Tim Lake discovers he can travel in time… The night after another unsatisfactory New Year party, Tim’s father tells his son that the men in his family have always had the ability to travel through time. Tim can’t change history, but he can change what happens and has happened in his own life—so he decides to make his world a better place...by getting a girlfriend. Sadly, that turns out not to be as easy as you might think. Moving from the Cornwall coast to London to train as a lawyer, Tim finally meets the beautiful but insecure Mary. They fall in love, then an unfortunate time-travel incident means he’s never met her at all. So they meet for the first time again—and again—but finally, after a lot of cunning time-traveling, he wins her heart. Tim then uses his power to create the perfect romantic proposal, to save his wedding from the worst best-man speeches, to save his best friend from professional disaster and to get his pregnant wife to the hospital in time for the birth of their daughter, despite a nasty traffic jam outside Abbey Road. But as his unusual life progresses, Tim finds out that his unique gift can’t save him from the sorrows and ups and downs that affect all families, everywhere. There are great limits to what time travel can achieve, and it can be dangerous too. About Time is a comedy about love and time travel, which discovers that, in the end, making the most of life may not need time travel at all",,True
tt2199571,Run All Night,2015.0,https://www.the-numbers.com/movie/Run-All-Night,True,,"Brooklyn mobster and prolific hit man Jimmy Conlon, once known as The Gravedigger, has seen better days. Longtime best friend of mob boss Shawn Maguire, Jimmy, now 55, is haunted by the sins of his past—as well as a dogged police detective who's been one step behind Jimmy for 30 years. Lately, it seems Jimmy's only solace can be found at the bottom of a whiskey glass. But when Jimmy's estranged son, Mike, becomes a target, Jimmy must make a choice between the crime family he chose and the real family he abandoned long ago. With Mike on the run, Jimmy's only penance for his past mistakes may be to keep his son from the same fate Jimmy is certain he'll face himself…at the wrong end of a gun. Now, with nowhere safe to turn, Jimmy just has one night to figure out exactly where his loyalties lie and to see if he can finally make things right.",,True
tt22022452,Inside Out 2,2024.0,https://www.the-numbers.com/movie/Inside-Out-2-(2024),True,,"With Riley a newly minted teenager, Headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions. Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety, Envy, Ennui and Embarrassment show up.",Inside Out,True
tt22037488,Fall,2022.0,https://www.the-numbers.com/movie/Fall-(2022),True,,"For best friends Becky and Hunter, life is all about conquering fears and pushing limits. But after they climb 2,000 feet to the top of a remote, abandoned radio tower, they find themselves stranded with no way down. Now Becky and Hunter’s expert climbing skills will be put to the ultimate test as they desperately fight to survive the elements, a lack of supplies, and vertigo-inducing heights.",,True
tt2203939,The Other Woman,2014.0,https://www.the-numbers.com/movie/Other-Woman-The-(2014),True,,"After discovering her boyfriend is married, a woman tries to get her ruined life back on track. But when she accidentally meets the wife he’s been cheating on, she realizes they have much in common, and her sworn enemy becomes her greatest friend. When yet another affair is discovered, all three women team up to plot mutual revenge on their cheating, lying, three-timing SOB.",,True
tt22041854,Priscilla,2023.0,https://www.the-numbers.com/movie/Priscilla-(2023),True,,"When teenage Priscilla Beaulieu meets Elvis Presley at a party, the man who is already a meteoric rock-and-roll superstar becomes someone entirely unexpected in private moments: a thrilling crush, an ally in loneliness, a vulnerable best friend. Through Priscilla’s eyes, Sofia Coppola tells the unseen side of a great American myth in Elvis and Priscilla’s long courtship and turbulent marriage, from a German army base to his dream-world estate at Graceland, in this deeply felt and ravishingly detailed portrait of love, fantasy, and fame.",,True
tt22048412,MaXXXine,2024.0,https://www.the-numbers.com/movie/MaXXXine-(2024),True,,"In 1980s Hollywood, adult film star and aspiring actress Maxine Minx finally gets her big break. But as a mysterious killer stalks the starlets of Hollywood, a trail of blood threatens to reveal her sinister past.",X (Mia Goth),True
tt2209764,Transcendence,2014.0,https://www.the-numbers.com/movie/Transcendence,True,,"Dr. Will Caster is the foremost researcher in the field of Artificial Intelligence, working to create a sentient machine that combines the collective intelligence of everything ever known with the full range of human emotions. His highly controversial experiments have made him famous, but they have also made him the prime target of anti-technology extremists who will do whatever it takes to stop him. However, in their attempt to destroy Will, they inadvertently become the catalyst for him to succeed—to be a participant in his own transcendence. For his wife Evelyn and best friend Max Waters, both fellow researchers, the question is not if they can… but if they should. Their worst fears are realized as Will’s thirst for knowledge evolves into a seemingly omnipresent quest for power, to what end is unknown. The only thing that is becoming terrifyingly clear is there may be no way to stop him.",,True
tt2215719,Katy Perry: Part of Me,2012.0,https://www.the-numbers.com/movie/Katy-Perry-Part-of-Me,True,,"A backstage pass, front row seat and intimate look at the fun, glamorous, heartbreaking, inspiring, crazy, magical, passionate, and honest mad diary of Katy.",,True
tt2223990,Draft Day,2014.0,https://www.the-numbers.com/movie/Draft-Day,True,,"On the day of the NFL Draft, general manager Sonny Weaver has the opportunity to save football in Cleveland when he trades for the number one pick. He must quickly decide what he’s willing to sacrifice in pursuit of perfection as the lines between his personal and professional life become blurred on a life-changing day for a few hundred young men with dreams of playing in the NFL.",,True
tt2224026,Home,2015.0,https://www.the-numbers.com/movie/Home-(2015),True,,"An alien race called the Boov, led by Captain Smek, invades Earth to hide from their mortal enemy and make it a new home. A human teenage girl, tip, and a banished Boov, Oh, join forces.",,True
tt2226417,Insidious: Chapter 2,2013.0,https://www.the-numbers.com/movie/Insidious-Chapter-2,True,,The haunted Lambert family seek to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world.,Insidious,True
